id,user_id,email,match_score,reason,technologies_matched,title,company,location,description,apply_link,created_at
40,1,jobs+40@silverlinegroup.io,0.89,High alignment with required stack and delivery practices.,"SQLite, Git, REST APIs, GitHub Actions, Linux, Django, Microsoft SQL Server, PyTest, PostgreSQL, Redis, Agile/Scrum",Integration Engineer (OAuth/JWT),Silverline Group,"Stockholm, Sweden","This Integration Engineer (OAuth/JWT) is a strong fit for your background: hands‑on with SQLite, Git, REST APIs, GitHub Actions, Linux, Django. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.silverlinegroup.io/jobs/40,2025-07-06T11:20:43.664192
41,1,jobs+41@orbitalsystems.io,0.77,High alignment with required stack and delivery practices.,"CSS, FastAPI, Redis, React, PyTest, Bash/Shell Scripting, PostgreSQL, Django, MySQL, REST APIs, Git",Application Engineer (Django/REST),Orbital Systems,"Warsaw, Poland","This Application Engineer (Django/REST) is a strong fit for your background: hands‑on with CSS, FastAPI, Redis, React, PyTest, Bash/Shell Scripting. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with cloud deploys on AWS/Azure/GCP maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.orbitalsystems.io/jobs/41,2025-08-04T11:20:43.664192
42,1,jobs+42@nimbuslabs.io,0.79,High alignment with required stack and delivery practices.,"Windows Server, Python, Django, React, Redis, Agile/Scrum, FastAPI, Jest, JWT, REST APIs, CSS, Docker, PostgreSQL, Git",DevOps‑leaning Backend Engineer (Docker/AWS),Nimbus Labs,"Berlin, Germany","This DevOps‑leaning Backend Engineer (Docker/AWS) is a strong fit for your background: hands‑on with Windows Server, Python, Django, React, Redis, Agile/Scrum. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with mobile touchpoints with React Native maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer exper",https://careers.nimbuslabs.io/jobs/42,2025-07-30T11:20:43.664192
43,1,jobs+43@northwindapps.io,0.73,High alignment with required stack and delivery practices.,"Linux, PostgreSQL, JavaScript, Redis, Bootstrap, MySQL, Docker, Bash/Shell Scripting, GitHub Actions, REST APIs, Django",Site Reliability‑minded Engineer (Linux/Docker),Northwind Apps,"Warsaw, Poland","This Site Reliability‑minded Engineer (Linux/Docker) is a strong fit for your background: hands‑on with Linux, PostgreSQL, JavaScript, Redis, Bootstrap, MySQL. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.northwindapps.io/jobs/43,2025-08-03T11:20:43.664192
44,1,jobs+44@orbitalsystems.io,0.92,High alignment with required stack and delivery practices.,"Django, Agile/Scrum, React Native, Git, JWT, HTML, Python, MySQL, Microsoft SQL Server, React, PostgreSQL, Jest, Redux, Redis",Backend Engineer (Python/FastAPI),Orbital Systems,"Warsaw, Poland","This Backend Engineer (Python/FastAPI) is a strong fit for your background: hands‑on with Django, Agile/Scrum, React Native, Git, JWT, HTML. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.orbitalsystems.io/jobs/44,2025-07-06T11:20:43.664192
45,1,jobs+45@voltstack.io,0.99,High alignment with required stack and delivery practices.,"Linux, PyTest, Django, HTML, Jest, React, JWT, TypeScript, WebSockets, FastAPI, Python, Git",API Engineer (FastAPI/Async),VoltStack,"Warsaw, Poland","This API Engineer (FastAPI/Async) is a strong fit for your background: hands‑on with Linux, PyTest, Django, HTML, Jest, React. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with testing culture (PyTest/Jest) maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.voltstack.io/jobs/45,2025-06-07T11:20:43.664192
46,1,jobs+46@novagrid.io,0.74,High alignment with required stack and delivery practices.,"PostgreSQL, CSS, Google Cloud Platform, OAuth, Docker, REST APIs, Microsoft SQL Server, Git, Django, HTML, Python, TypeScript, FastAPI, React",DevOps‑leaning Backend Engineer (Docker/AWS),NovaGrid,"Gdańsk, Poland","This DevOps‑leaning Backend Engineer (Docker/AWS) is a strong fit for your background: hands‑on with PostgreSQL, CSS, Google Cloud Platform, OAuth, Docker, REST APIs. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.novagrid.io/jobs/46,2025-08-05T11:20:43.664192
47,1,jobs+47@quantumridge.io,0.95,High alignment with required stack and delivery practices.,"REST APIs, PostgreSQL, MySQL, FastAPI, React, Google Cloud Platform, Python, Redux, Node.js, TypeScript, Git, HTML",DevOps‑leaning Backend Engineer (Docker/AWS),Quantum Ridge,"Lisbon, Portugal","This DevOps‑leaning Backend Engineer (Docker/AWS) is a strong fit for your background: hands‑on with REST APIs, PostgreSQL, MySQL, FastAPI, React, Google Cloud Platform. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with real‑time features via WebSockets maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and develope",https://careers.quantumridge.io/jobs/47,2025-07-14T11:20:43.664192
48,1,jobs+48@orbitalsystems.io,0.83,High alignment with required stack and delivery practices.,"SQLite, Redux, Flask, Django, REST APIs, TypeScript, Microsoft SQL Server, Git, Agile/Scrum, Redis, PostgreSQL, Python, React",Product Engineer (Python/React),Orbital Systems,"Copenhagen, Denmark","This Product Engineer (Python/React) is a strong fit for your background: hands‑on with SQLite, Redux, Flask, Django, REST APIs, TypeScript. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with mobile touchpoints with React Native maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.orbitalsystems.io/jobs/48,2025-08-19T11:20:43.664192
49,1,jobs+49@blueharbor.io,0.83,High alignment with required stack and delivery practices.,"TypeScript, SQLite, CSS, Linux, React Native, Python, Git, Windows Server, Redux, Django, JavaScript, Docker",Full‑Stack Developer (Django + React),Blue Harbor,"Gdańsk, Poland","This Full‑Stack Developer (Django + React) is a strong fit for your background: hands‑on with TypeScript, SQLite, CSS, Linux, React Native, Python. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with secure OAuth/JWT auth maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.blueharbor.io/jobs/49,2025-06-11T11:20:43.664192
50,1,jobs+50@asteriatech.io,0.97,High alignment with required stack and delivery practices.,"Git, Bash/Shell Scripting, HTML, OAuth, Django, REST APIs, Agile/Scrum, Docker, Redux, PyTest",Site Reliability‑minded Engineer (Linux/Docker),Asteria Tech,"Tallinn, Estonia","This Site Reliability‑minded Engineer (Linux/Docker) is a strong fit for your background: hands‑on with Git, Bash/Shell Scripting, HTML, OAuth, Django, REST APIs. You'll design and scale REST APIs with Python (Django/FastAPI), integrate TypeScript/React front‑ends, and ship via Docker. Your experience with CI/CD with GitHub Actions maps directly to the role, and Agile/Scrum habits keep delivery steady. Expect impact across performance, reliability, and developer experience.",https://careers.asteriatech.io/jobs/50,2025-06-19T11:20:43.664192
